id,smiles,KRAS G12D SPR KD  (nM),KRAS G12D binding IC50 (nM),pERK IC50 (nM),SMILES
1,CN1[C@H](COc2nc3cc(-c4cc(O)cc5ccccc45)ncc3c(N3CC(CC4)NC4C3)n2)CCC1,97.7,124.7,3159.1,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)cc2n1
2,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,2.4,2.7,721.4,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
3,Cn1c(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)ncc1,8.3,9.5,10283.1,Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
4,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCc3ncccc3)c2F)c1,155.7,496.2,8530,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccccn4)nc3c2F)c2ccccc2c1
5,Cn1nccc1COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,294.8,722.9,8193.8,Cn1nccc1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
6,Cc1cccnc1CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,442.2,434.1,11518.2,Cc1cccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
7,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCc3ncccn3)c2F)c1,463.5,1867.3,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ncccn4)nc3c2F)c2ccccc2c1
8,Cn1nc(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)cc1,2143.7,1522,,Cn1ccc(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)n1
9,Cn1cnc(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)c1,258.9,820.7,,Cn1cnc(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)c1
10,CN1[C@H](CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,33.8,,8115.5,CN1CCC[C@H]1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
11,CCN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,4.9,,1078.2,CCN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
12,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@H]3N(Cc4ccccc4)CCC3)c2F)c1,11,,4905.2,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@H]4CCCN4Cc4ccccc4)nc3c2F)c2ccccc2c1
13,CN(C)C(CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1)=O,510.7,,,CN(C)C(=O)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
14,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c(c3ccccc33)cc(O)c3Br)c3F)c3n2)CCC1,5.1,73.9,4843.5,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)c(Br)c4ccccc34)c(F)c2n1
15,Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@H]4N(C)CCC4)c3F)cccc2ccc1,208.5,260.3,>16666.7,Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@H]5CCCN5C)nc4c3F)c12
16,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)C[C@H]1F,31.3,54.1,3834.5,CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
17,C[C@H](CN(C)C)Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,2209.6,666.2,,C[C@H](CN(C)C)Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
18,CN(C)CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,3.1,76.8,3742.5,CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
19,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c(c3c4)cccc3ccc4F)c3F)c3n2)CCC1,664.8,122,>16666.7,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)cc34)c(F)c2n1
20,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4ccccc34)c3F)c3n2)CCC1,967,691.8,,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccccc34)c(F)c2n1
21,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(CCCC4)c4ccc3)c3F)c3n2)CCC1,447.5,262.9,,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3CCCC4)c(F)c2n1
22,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCCN3CCOCC3)c2F)c1,19.6,50.3,1888.7,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCN4CCOCC4)nc3c2F)c2ccccc2c1
23,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(CCC4)c4ccc3)c3F)c3n2)CCC1,807.2,,,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3CCC4)c(F)c2n1
24,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCCN3[C@@H](C4)CO[C@@H]4C3)c2F)c1,5,7.9,2890,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCN4C[C@@H]5C[C@H]4CO5)nc3c2F)c2ccccc2c1
25,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCN3CCOCC3)c2F)c1,269.7,338.4,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCN4CCOCC4)nc3c2F)c2ccccc2c1
26,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCN3[C@@H](C4)CO[C@@H]4C3)c2F)c1,27.9,42.1,4282.7,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCN4C[C@@H]5C[C@H]4CO5)nc3c2F)c2ccccc2c1
27,CC(C1N(C)CCC1)Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,25.9,,1275.8,CC(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1)C1CCCN1C
28,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)C[C@H]1C(F)(F)F,58.7,,11736,CN1C[C@H](C(F)(F)F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
29,CC(C)N1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CCC1,169.6,160.4,13630.9,CC(C)N1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
30,Cn1c(cccc2)c2nc1CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,179.5,417.6,9600.4,Cn1c(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)nc2ccccc21
31,CN1[C@H](COc2nc(N3CC([C@@H](C4)O)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CCC1,,1.6,2425.6,CN1CCC[C@H]1COc1nc(N2CC3C[C@@H](O)C(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
32,O[C@@H](C1)[C@H](C2)N[C@@H]1CN2c1c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2nc(OCCc(cc2)ncc2F)n1,,2145,>50000,O[C@H]1C[C@H]2CN(c3nc(OCCc4ccc(F)cn4)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@@H]1N2
33,Fc(c1n2)c(-c3c4c(Cl)cccc4cnc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,71.7,21.1,2052.1,Fc1c(-c2cncc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12
34,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1OC,119.3,135.4,4207.8,CO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1
35,OCC(CO)COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,1381.8,475,11332.1,OCC(CO)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
36,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c2c(Cl)cccc2c1,,0.4,107.8,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1
37,OC(C1)CN1c1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,494.5,404.8,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC(O)C4)nc3c2F)c2ccccc2c1
38,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCCC(F)(F)F)c2F)c1,750.3,174.2,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCC(F)(F)F)nc3c2F)c2ccccc2c1
39,COCCN(CC1)CCC1Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cccc3ccccc23)c2F)c2n1,67770,>10000,,COCCN1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5ccccc45)c(F)c3n2)CC1
40,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@H]3N(CC4)C[C@H]4C3)c2F)c1,1.7,4,4241.8,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@H]4C[C@H]5CCN4C5)nc3c2F)c2ccccc2c1
41,COCCCN(CC1)CCC1Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,180.8,76.7,6647.2,COCCCN1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1
42,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)C[C@H]1OC,5.6,3.1,637.6,CO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)N(C)C1
43,CCO[C@H]1CN(C)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,188,72.2,6204.1,CCO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1
44,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c(cccc3cc4)c3c(Cl)c4F)c3F)c3n2)CCC1,31.7,33.7,2290.1,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)c(Cl)c34)c(F)c2n1
45,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,5.1,5.5,840,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12
46,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCCC3)C(F)(F)F)c2F)c1,797.8,720.8,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4(C(F)(F)F)CCCC4)nc3c2F)c2ccccc2c1
47,CCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,509.9,264.6,4445.6,CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
48,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC(F)(F)F)c2F)c1,930.8,433.9,4875.6,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)F)nc3c2F)c2ccccc2c1
49,O[C@H](C1)[C@@H](C2)N[C@H]1CN2c1c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2nc(OCC2(CCC3)N3CCC2)n1,0.4,5.9,2123.1,O[C@@H]1C[C@@H]2CN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2
50,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@H]3NCCC3)c2F)c1,2.1,2.5,15404.5,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@H]4CCCN4)nc3c2F)c2ccccc2c1
51,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CC3)C(F)(F)F)c2F)c1,611.1,291.7,12066.6,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4(C(F)(F)F)CC4)nc3c2F)c2ccccc2c1
52,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC(C(F)F)(F)F)c2F)c1,507.4,318.3,8380,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)C(F)F)nc3c2F)c2ccccc2c1
53,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1COC1,4369.4,1881.4,,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC3COC3)nc12
54,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCCC1,117.5,68.7,>16666.7,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCCN3CCC4)nc12
55,OC[C@@H](COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)O,22441.7,6131.3,,OC[C@H](O)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
56,OC[C@H](COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)O,5168.9,5916.7,,OC[C@@H](O)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
57,OCC(CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)O,>1000000,7285.9,,OCC(O)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
58,OCC[C@@H](CO)Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,4733.6,2326.7,,OCC[C@@H](CO)Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
59,OCC(COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)c1cnccc1,1118.3,946.3,,OCC(COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1)c1cccnc1
61,OC(CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)=O,115.5,4081,,O=C(O)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1
62,Oc1c(C=O)cc(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)cc1,,8407.4,,O=Cc1cc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)ccc1O
63,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4cc(O)c3)c3F)c3n2)CCC1,,0.4,186.7,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4cccc(Cl)c34)c(F)c2n1
64,CC(C)(C)[Si](C)(C)OCC1N(CCC2)C2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4cc(O)c3)c3F)c3n2)CC1,,3.3,3971,CC(C)(C)[Si](C)(C)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6cccc(Cl)c56)c(F)c4n3)CCCN12
67,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCc(cccc3)c3F)c2F)c1,1151.1,1245.6,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccccc4F)nc3c2F)c2ccccc2c1
68,COCCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,292.8,256.6,7530.9,COCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
69,OCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,521.6,529.9,>16666.7,OCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
70,COCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,416.7,356.2,,COCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
71,Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OC(CC4)CCS4(=O)=O)nc3c2F)c1,137.6,125.7,>16666.7,O=S1(=O)CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1
72,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC3CCOCC3)c2F)c1,507.2,512.9,7260.8,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCOCC4)nc3c2F)c2ccccc2c1
73,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3CCCC3)c2F)c1,666744.3,572.7,>5555.6,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4CCCC4)nc3c2F)c2ccccc2c1
74,Oc1cc2ccccc2c(-c(ncc2c(N3CC(CC4)NC4C3)nc(N(C3)CC33CCOCC3)nc22)c2F)c1,140.6,188.2,5465.1,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOCC5)C4)nc3c2F)c2ccccc2c1
75,OCCCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,303.7,240.4,>16666.7,OCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
76,Oc1cc2ccccc2c(-c(ncc2c(N3CC(CC4)NC4C3)nc(N(C3)CC33COCC3)nc22)c2F)c1,196.9,131.2,7412.9,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOC5)C4)nc3c2F)c2ccccc2c1
77,OC[C@H](CCC1)N1c1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,3065.8,3137.6,,OC[C@@H]1CCCN1c1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
78,CC(N(CC1)CCC1Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1)=O,367.5,358.3,>16666.7,CC(=O)N1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1
79,Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OC4CCSCC4)nc3c2F)c1,>1000000,336.5,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCSCC4)nc3c2F)c2ccccc2c1
80,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC(CC3)CCC3(F)F)c2F)c1,>500000,646.9,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCC(F)(F)CC4)nc3c2F)c2ccccc2c1
81,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCC(F)(F)F)c2F)c1,320.6,152.9,8288.3,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1
82,Oc1cc2ccccc2c(-c2ncc3c(N4CC(CC5)NC5C4)nc(OC(CC4)CCS4=O)nc3c2F)c1,214.8,226.8,>16666.7,[O-][S+]1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1
83,O=C1N(CCC2)C2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CC1,,8694.9,,O=C1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12
84,Cc1nccn1CCOc1nc(N2CC(CC3)NC3C2)c(cnc(-c2cc(O)cc3ccccc23)c2F)c2n1,14.4,31.7,5722.3,Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
85,CC(C)Cn1c(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)ncc1,147.8,453.7,>16666.7,CC(C)Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
86,COc1ncc(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)cc1,527559.5,7919.9,,COc1ccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)cn1
87,Cc1cccc(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)n1,195.8,535.6,10553.8,Cc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)n1
88,Cc(ccc1c2cn[nH]1)c2-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCCc2nccn2C)c1F,15593.2,7021.4,,Cc1ccc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCCc3nccn3C)nc2c1F
89,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCc3ncccc3)c2F)c1,4308.7,679.3,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCc4ccccn4)nc3c2F)c2ccccc2c1
90,Fc1ccc(cccc2-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCCc4cnccc4)c3F)c2c1,7805.4,4494.9,,Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCCc5cccnc5)nc4c3F)c2c1
91,CC(C)n1c(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c(c3ccccc3cc3)c3O)c3F)c3n2)ncc1,25.9,32.7,5514.1,CC(C)n1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3c(O)ccc4ccccc34)c(F)c2n1
92,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCCc1cn(cccc2)c2n1,2303.5,1348.4,,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCCc3cn4ccccc4n3)nc12
93,FC1(CN(CCC2)C2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1)F,,104.6,>16666.7,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)(F)C4)nc12
94,Cn1c(CCOc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4ccccc34)c3F)c3n2)ncc1,7462.4,3652.5,,Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccccc34)c(F)c2n1
95,Cn1c(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)cnc1,1129,561,,Cn1cncc1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1
96,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCc3ccccc3)c2F)c1,709.6,2221,,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccccc4)nc3c2F)c2ccccc2c1
97,Fc(c1n2)c(-c3c4c(Cl)cccc4ccc3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1N(Cc2ccccc2)CCC1,5916.9,934.1,,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC3CCCN3Cc3ccccc3)nc12
